"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"2.117.586,18";"19.616.154,54";"19.537.477,99";"38.157,97";
"01/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"225.297.407,28";"16.981.499,81";"5.565.334,85";"14.466.867,60";
"07/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"1.108.343,71";"18.550.484,12";"23.355.815,37";"25.823,98";
"02/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"3.051.940,81";"19.731.376,79";"19.337.253,20";"534.594,83";
"09/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"60.176,16";"371.981,60";"11.574.560,89";"0,00";
"08/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"699.104,33";"17.769.854,13";"18.054.346,87";"10.131,67";
"05/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"1.434.895,59";"18.277.472,12";"18.304.850,81";"201.396,67";
"06/2022";"25000 - Ministério da Economia";"25208 - Superintendência de Seguros Privados";"746.796,45";"23.321.812,84";"18.360.047,66";"94.196,67";
"04/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"24.174.345,02";"2.598.697,19";"2.579.261,08";"3.312.411,69";
"09/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"560.111,27";"103.654,58";"1.885.383,71";"891,57";
"07/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"1.474.668,99";"2.927.300,21";"3.602.964,65";"1.947.300,14";
"08/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"3.698.173,32";"3.047.664,63";"3.077.269,66";"3.167.005,98";
"05/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"1.862.030,40";"4.303.769,95";"4.389.556,32";"4.826.214,29";
"03/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"522.478,82";"2.948.194,90";"2.966.531,70";"14.044.472,36";
"02/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"1.622.869,93";"2.608.787,98";"2.886.512,60";"446.926,40";
"06/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"1.037.142,83";"3.679.679,86";"2.980.343,65";"21.097.171,70";
"01/2022";"53000 - Ministério do Desenvolvimento Regional";"53202 - Superintendência do Desenvolvimento da Amazônia";"8.449.308,55";"2.618.472,45";"460.925,59";"2.929.466,11";
"09/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"391.553,33";"587.893,84";"2.679.546,67";"428.274,56";
"06/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"4.786.968,95";"4.035.313,81";"3.444.634,24";"3.463.249,39";
"02/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.825.431,04";"3.320.584,27";"3.320.312,55";"1.074.333,42";
"04/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"4.392.113,94";"3.386.868,23";"3.331.343,54";"7.600.743,60";
"05/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.818.779,21";"3.559.510,39";"3.620.784,96";"225.001,00";
"01/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.468.878,96";"3.087.004,95";"972.338,44";"3.563.257,53";
"07/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.431.821,27";"3.678.907,49";"4.281.801,06";"636.686,54";
"03/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"3.699.447,89";"3.604.891,95";"3.660.687,09";"1.160.261,53";
"08/2022";"53000 - Ministério do Desenvolvimento Regional";"53203 - Superintendência do Desenvolvimento do Nordeste";"4.779.420,61";"3.655.884,12";"3.604.628,50";"24.160,36";
"05/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"312.763,51";"2.957.742,35";"2.943.458,30";"0,00";
"08/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"454.989,84";"2.798.661,32";"2.994.140,64";"147.281,98";
"07/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"1.977.553,77";"3.013.411,39";"3.302.710,05";"0,00";
"06/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"188.100,00";"3.498.963,39";"3.061.750,11";"19.541,98";
"03/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"1.079.785,61";"2.237.033,13";"3.106.518,22";"464.143,12";
"02/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"710.226,32";"2.907.338,96";"2.759.938,85";"981.447,17";
"09/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"- 109.859,61";"36.061,73";"1.708.344,93";"277,30";
"04/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"5.411.592,93";"2.760.046,19";"2.498.484,93";"29.537,47";
"01/2022";"40000 - Ministério do Trabalho";"33206 - Superintendência Nacional de Previdência Complementar";"25.836.855,83";"2.055.495,05";"607.063,87";"2.208.031,96";
"02/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"56.351.710,45";"31.631.397,27";"25.476.390,95";"7.520.600,29";
"04/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"75.179.332,31";"26.705.055,83";"32.985.723,54";"1.587.250,19";
"08/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"3.605.783,78";"50.532.104,77";"45.980.244,72";"4.222.166,68";
"03/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"28.222.480,51";"36.099.492,02";"38.695.934,40";"1.693.515,22";
"09/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"420.694,70";"8.871.333,10";"15.317.950,29";"1.710.232,94";
"01/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"189.937.917,58";"13.531.509,99";"4.693.614,24";"25.471.873,84";
"06/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"32.899.625,99";"36.441.173,73";"34.526.076,38";"3.415.709,49";
"07/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"31.626.299,71";"40.035.203,32";"42.197.699,81";"7.733.873,57";
"05/2022";"41000 - Ministério das Comunicações";"24216 - TELECOMUNICACOES BRASILEIRAS S/A";"130.304.032,27";"60.967.475,25";"60.032.478,66";"3.918.982,21";
"01/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"11.383.646,75";"9.756.435,86";"3.003.914,11";"8.955.133,25";
"05/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"9.569.142,57";"11.801.241,30";"11.755.529,84";"851.766,36";
"04/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"39.754.109,57";"11.354.661,98";"11.089.259,55";"243.757,91";
"02/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"12.695.124,10";"11.417.252,22";"10.122.980,87";"1.995.914,83";
"07/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"42.684.084,06";"12.351.309,89";"16.075.345,22";"297.729,70";
"03/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"15.628.709,17";"16.147.483,15";"16.580.794,40";"1.272.667,27";
"09/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"19.947.038,61";"689.289,51";"8.077.363,31";"0,00";
"06/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"3.341.312,12";"15.475.098,01";"11.352.742,87";"561.085,27";
"08/2022";"26000 - Ministério da Educação";"26442 - Universidade da Integração Internacional da Lusofonia Afro-Brasileira";"1.395.433,75";"13.036.878,45";"13.122.376,00";"88.264,68";
"09/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"13.445.921,42";"10.384.162,46";"105.647.954,08";"481.649,92";
"04/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"40.067.354,41";"150.099.299,52";"148.922.914,37";"4.245.420,40";
"08/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"36.494.425,94";"161.123.444,28";"155.883.625,76";"3.693.569,12";
"02/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"38.205.669,60";"146.968.749,13";"146.592.929,64";"8.548.562,32";
"07/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"35.910.532,13";"162.212.969,21";"204.586.778,28";"2.870.657,28";
"05/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"38.808.172,30";"156.231.148,86";"150.883.701,81";"5.013.415,17";
"01/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"1.639.089.507,09";"133.856.447,42";"39.364.162,27";"118.523.663,70";
"03/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"29.391.131,37";"152.367.858,67";"151.685.032,25";"7.260.351,13";
"06/2022";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"70.996.847,52";"195.437.972,08";"153.140.257,95";"2.225.727,04";
"07/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"18.413.614,82";"22.596.168,42";"26.698.578,88";"3.229.167,08";
"05/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"15.044.190,82";"20.994.145,10";"21.016.560,14";"3.728.650,22";
"01/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"37.571.258,88";"19.875.954,09";"6.867.118,75";"16.486.853,49";
"02/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"15.503.405,33";"20.273.116,42";"19.820.537,48";"2.510.353,13";
"08/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"13.315.915,50";"23.728.799,25";"21.890.710,83";"1.369.090,23";
"04/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"36.217.060,25";"20.812.973,21";"21.209.481,22";"3.594.543,91";
"06/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"49.313.263,97";"26.919.263,49";"22.303.027,67";"2.791.138,00";
"03/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"37.401.200,41";"21.298.335,99";"20.593.448,15";"5.662.032,38";
"09/2022";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"740.706,91";"880.486,64";"15.881.357,09";"1.286.708,90";
"04/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"13.601.169,41";"12.668.717,00";"12.759.659,94";"1.299.913,34";
"08/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"1.380.262,61";"13.388.530,68";"13.126.830,16";"70.638,66";
"03/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"3.782.102,88";"12.967.334,21";"13.102.844,66";"1.782.255,57";
"02/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"2.628.106,83";"13.277.030,15";"12.440.827,95";"973.442,99";
"06/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"3.194.956,98";"15.931.602,36";"14.189.157,60";"2.333.320,51";
"01/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"67.948.873,55";"12.123.079,70";"4.163.757,66";"9.890.678,10";
"07/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"349.562,93";"13.519.552,67";"15.000.156,95";"238.294,47";
"09/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"202.901,26";"130.998,26";"9.122.187,10";"6.134,80";
"05/2022";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"76.523.075,87";"12.956.013,19";"13.010.659,74";"2.068.609,55";
"03/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"20.729.171,15";"132.935.428,74";"133.937.433,29";"5.463.881,64";
"02/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"1.319.328.561,48";"144.140.782,63";"144.104.778,77";"6.184.124,89";
"06/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"33.409.786,39";"182.399.119,61";"147.495.941,83";"3.782.351,43";
"07/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"30.594.635,72";"148.036.750,64";"182.408.075,52";"1.928.423,71";
"08/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"20.690.044,12";"149.149.289,01";"145.838.366,44";"1.946.574,48";
"09/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"3.802.210,34";"493.395,41";"107.627.197,93";"455.657,96";
"05/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"11.427.126,95";"149.673.349,78";"153.042.019,00";"2.760.539,27";
"01/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"203.777.509,99";"144.209.455,88";"41.726.028,09";"146.280.895,21";
"04/2022";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"134.052.368,44";"162.456.850,12";"156.547.491,04";"2.913.586,33";
"04/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"44.140.825,38";"77.365.322,10";"74.742.095,68";"2.655.028,74";
"05/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"16.111.388,86";"76.264.191,31";"76.072.502,93";"2.833.454,99";
"02/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"11.131.898,79";"73.138.117,59";"69.451.004,41";"7.859.228,66";
"06/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"19.032.849,53";"98.903.141,47";"75.925.412,01";"1.516.394,11";
"01/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"902.062.450,97";"67.994.524,37";"21.091.715,05";"64.380.547,63";
"03/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"1.647.751,13";"74.240.224,41";"75.418.976,78";"4.016.671,96";
"08/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"- 7.419.370,72";"87.226.285,87";"88.967.771,07";"489.278,71";
"07/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"35.404.071,33";"91.893.200,24";"114.730.294,61";"741.688,07";
"09/2022";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"7.242.467,00";"801.861,06";"49.332.925,65";"1.600,00";
"02/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"1.874.481,60";"17.940.321,50";"17.692.383,58";"1.546.377,31";
"08/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"218.496,45";"20.406.305,59";"18.742.436,19";"1.187.165,66";
"06/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"340.327,05";"23.820.920,37";"20.806.390,55";"1.951.137,25";
"09/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"179.431,22";"1.061.128,18";"13.790.160,88";"959.001,77";
"03/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"3.202.739,54";"18.338.701,83";"18.093.218,59";"3.542.797,05";
"05/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"23.613.499,50";"19.305.487,23";"19.982.445,54";"1.238.031,51";
"04/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"4.214.846,39";"19.670.147,09";"18.422.476,33";"2.751.707,10";
"01/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"224.492.298,69";"17.666.771,77";"5.974.796,27";"17.718.771,25";
"07/2022";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas ";"695.495,49";"20.680.656,04";"23.619.987,41";"882.172,20";
"06/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"- 16.192.549,00";"74.728.279,55";"62.372.216,55";"3.425.053,80";
"08/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"31.749.946,45";"64.200.094,95";"63.166.227,43";"622.423,55";
"04/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"4.527.023,35";"57.772.576,88";"58.339.153,12";"4.541.278,98";
"09/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"238.499,04";"3.511.875,10";"40.960.081,28";"637.439,71";
"05/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"67.694.590,63";"66.824.336,81";"61.235.789,19";"3.843.481,77";
"07/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"1.197.100,43";"63.214.875,44";"73.893.814,21";"770.490,53";
"03/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"2.404.801,00";"57.712.150,00";"59.185.174,09";"5.287.476,95";
"02/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"6.397.793,22";"60.238.365,23";"56.249.509,68";"5.449.221,49";
"01/2022";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"720.832.887,13";"55.242.432,15";"17.973.384,23";"69.978.794,06";
"01/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"8.340.231,37";"7.144.470,17";"2.643.673,45";"6.361.016,77";
"03/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"1.116.567,34";"7.994.045,93";"7.782.862,68";"186.585,38";
"05/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"8.737.633,17";"8.059.737,27";"8.031.027,43";"306.738,05";
"09/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"137.328,83";"126.274,73";"4.808.309,07";"193,51";
"08/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"9.044.605,56";"8.473.462,98";"8.094.646,12";"3.804,99";
"06/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"48.994.061,23";"9.867.440,82";"7.822.908,25";"307.936,47";
"02/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"34.406.382,16";"7.280.778,09";"7.131.528,38";"764.244,32";
"07/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"246.625,02";"7.810.777,61";"9.570.084,98";"60.365,59";
"04/2022";"26000 - Ministério da Educação";"26452 - UNIVERSIDADE FEDERAL DE CATALAO";"2.269.139,09";"8.576.189,49";"8.287.237,39";"379.357,84";
"09/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"1.322.584,51";"3.978.988,03";"74.032.759,89";"37.054,74";
"03/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"6.325.224,93";"103.928.470,39";"102.753.089,98";"2.296.899,26";
"05/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"7.026.485,55";"101.485.835,85";"110.510.134,92";"6.169.347,00";
"06/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"14.464.505,55";"134.824.026,34";"101.417.411,03";"2.103.152,67";
"01/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"712.943.057,23";"99.864.544,53";"30.157.768,42";"91.288.190,58";
"08/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"- 1.394.594,75";"109.548.573,10";"105.032.694,03";"164.223,16";
"02/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"448.579.058,84";"98.407.278,07";"97.885.495,91";"12.413.462,21";
"07/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"8.479.724,86";"104.691.511,38";"134.334.833,49";"3.142.608,53";
"04/2022";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"74.310.830,00";"111.138.277,74";"103.670.328,77";"661.207,81";
"03/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.805.346,50";"17.613.048,66";"17.370.458,26";"3.384.724,50";
"07/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"8.052.304,46";"19.606.913,57";"24.542.191,82";"1.606.153,17";
"06/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.924.938,28";"23.890.223,61";"18.845.189,69";"1.163.962,51";
"02/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"1.600.255,14";"17.001.690,51";"17.463.484,31";"2.429.226,44";
"09/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"- 864.537,32";"765.872,99";"12.622.429,42";"186.478,33";
"01/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"196.401.840,08";"17.516.418,89";"5.399.529,65";"16.987.094,59";
"08/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.162.291,04";"19.249.442,18";"18.896.430,18";"687.759,06";
"04/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"5.966.496,41";"18.173.602,72";"18.139.623,30";"1.838.838,76";
"05/2022";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.938.521,13";"19.072.480,49";"18.879.566,04";"1.332.389,74";
"07/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"542.401,83";"9.308.528,94";"11.217.789,07";"180.419,38";
"01/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"90.737.307,29";"6.967.211,70";"2.495.564,65";"6.213.276,06";
"02/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"424.687,33";"8.304.343,91";"7.481.212,55";"232.374,24";
"03/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"2.318.392,97";"8.412.078,20";"8.682.881,91";"488.755,50";
"06/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"3.718.859,68";"12.087.408,40";"8.463.167,62";"166.680,34";
"09/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"51.783,00";"77.782,01";"5.145.903,01";"16.120,39";
"08/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"822.989,45";"8.940.340,70";"9.948.989,00";"92.986,40";
"05/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"4.369.505,37";"7.853.603,69";"8.997.562,81";"115.689,49";
"04/2022";"26000 - Ministério da Educação";"26453 - UNIVERSIDADE FEDERAL DE JATAI";"9.912.453,00";"9.544.700,26";"8.638.110,21";"123.500,87";
"05/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"64.164.365,96";"86.348.749,33";"85.997.634,23";"2.948.615,53";
"04/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"32.384.812,88";"73.177.616,44";"74.810.322,81";"1.968.285,92";
"03/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"11.421.222,24";"74.476.493,50";"76.589.007,90";"7.658.279,51";
"08/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"14.729.320,10";"85.120.444,65";"83.190.721,54";"1.803.853,47";
"07/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"8.066.467,20";"86.488.242,83";"107.299.922,71";"6.452.704,45";
"06/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"877.206,32";"97.339.302,74";"76.462.552,74";"1.298.050,22";
"02/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"6.001.802,09";"73.946.992,19";"68.659.939,49";"31.903.010,87";
"01/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"847.036.033,99";"66.960.064,27";"20.679.800,15";"61.973.829,04";
"09/2022";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"1.903.844,27";"1.784.439,99";"50.717.342,58";"189.709,02";
"02/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"15.555.910,37";"30.155.649,65";"28.431.883,02";"4.313.878,04";
"01/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"162.291.635,19";"27.527.697,28";"8.961.205,74";"25.475.021,89";
"06/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"17.518.222,83";"40.310.910,18";"33.997.191,97";"1.920.876,41";
"03/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"9.189.744,53";"31.968.565,67";"30.276.839,06";"4.301.715,75";
"05/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"17.570.326,10";"32.046.724,45";"34.348.647,81";"1.384.144,07";
"08/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"50.052.777,44";"35.555.912,49";"33.007.437,76";"898.947,51";
"09/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"3.812.779,49";"3.724.383,98";"22.786.834,17";"225.825,84";
"04/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"39.344.041,50";"33.707.959,50";"31.960.730,23";"1.324.764,64";
"07/2022";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras ";"29.732.644,84";"32.786.103,19";"40.314.712,25";"1.087.415,72";
"01/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"2.041.591.261,81";"185.944.685,75";"52.142.691,34";"141.290.306,59";
"08/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"- 109.057.216,11";"195.996.709,20";"197.653.451,72";"2.525.622,67";
"06/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"16.778.736,28";"252.948.056,05";"193.525.965,24";"2.587.008,93";
"07/2022";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"- 2.827.859,06";"191.418.445,07";"252.898.921,38";"3.116.474,40";
